ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos,posicion_cedula,origen_apellido,ganador
120703,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,POR EL DESARROLLO DE MOLLEBAMBA Y SUS CASERIOS,ALCALDE DISTRITAL,FORTUNATO WILMER,SANCHEZ,PAREDES,M,542.0,3.0,CASTELLANO,1
120703,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,GUMERCINDO ZOTICO,LAVADO,CONTRERAS,M,188.0,2.0,CASTELLANO,0
120703,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,VICTOR MACDONIO,SALVATIERRA,ALAYO,M,114.0,1.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,JUNTOS POR LA RESTAURACION AGRARIA,ALCALDE DISTRITAL,WILDER RICARDO,VILLARREAL,ZAVALETA,M,0.0,3.0,CASTELLANO,1
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,DIGNIDAD SANTIAGUINA,ALCALDE DISTRITAL,DANIEL ALONSO,ANTICONA,SOLORZANO,M,0.0,2.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,CIRILO ANASTACIO,NARVAEZ,GARCIA,M,0.0,6.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ALBINA TEOTISTA,GARCIA,SANCHEZ,F,0.0,7.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,SIMON WALTER,AVILA,LAVADO,M,0.0,1.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,SUMATE POR UNA NUEVA LIBERTAD,ALCALDE DISTRITAL,FRANCISCO JAVIER,LLAURI,GARCIA,M,0.0,8.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES",ALCALDE DISTRITAL,CESAR ORLANDO,AVILA,RUIZ,M,0.0,4.0,CASTELLANO,0
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,MODESTO JAIME,MELENDRES,VILLARREAL,M,0.0,5.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WALTER JOSUE,DIAZ,RAMOS,M,2466.0,6.0,CASTELLANO,1
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,LUIS FELIPE,DIESTRA,TAMAYO,M,1054.0,7.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JAIME LUIS,GARRO,MASLUCAN,M,561.0,8.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,LORENZO ALFREDO,JUAREZ,PAREDES,M,555.0,2.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,ACCION POPULAR,ALCALDE DISTRITAL,SEGUNDO,ROJAS,LUIS,M,137.0,1.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES",ALCALDE DISTRITAL,MIGUEL MILCIADES,LAZARO,RODRIGUEZ,M,128.0,4.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,DIGNIDAD SANTIAGUINA,ALCALDE DISTRITAL,MARIA JACQUELINE,CASTRO,GAMBOA,F,52.0,3.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,PABLO JORGE,MENDEZ,RODRIGUEZ,M,41.0,5.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,VAMOS PERU,ALCALDE DISTRITAL,ABRAHAM ESGAR,SOTO,MUNCIBAY,M,29.0,10.0,CASTELLANO,0
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,SIEMPRE UNIDOS,ALCALDE DISTRITAL,JUSTO RAUL,TOMAS,RODRIGUEZ,M,8.0,9.0,CASTELLANO,0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES",ALCALDE DISTRITAL,MARIANO FELIPE,RUIZ,ROJAS,M,639.0,3.0,CASTELLANO,1
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,PANFILO ROBINSON,VELASQUEZ,VALVERDE,M,565.0,1.0,CASTELLANO,0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EMERARIE NEPTALI,PASCUAL,REYNA,M,118.0,5.0,CASTELLANO,0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,VAMOS PERU,ALCALDE DISTRITAL,PEDRO PABLO,VASQUEZ,RUIZ,M,67.0,7.0,CASTELLANO,0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,FREDDY RONALD,PEREZ,POLO,M,56.0,2.0,CASTELLANO,0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,HERNANDEZ HEDER,TICLIA,MURGA,M,55.0,4.0,CASTELLANO,0
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,UNION POR EL PERU,ALCALDE DISTRITAL,ORLANDO JAIME,REYNA,PASCUAL,M,22.0,6.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,DIGNIDAD SANTIAGUINA,ALCALDE DISTRITAL,ROGER,SUMARAN,RODRIGUEZ,M,447.0,4.0,CASTELLANO,1
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JERSON,RODRIGUEZ,SUMARAN,M,247.0,2.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,ACCION POPULAR,ALCALDE DISTRITAL,ADOLFO ALEJANDRO,LAYZA,VALVERDE,M,243.0,1.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES",ALCALDE DISTRITAL,GAVALIEL,LAYZA,CARBAJAL,M,233.0,7.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,FUERZA POPULAR,ALCALDE DISTRITAL,SEGUNDO WENCELAO,CALDERON,PAZ,M,191.0,6.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,SUMATE POR UNA NUEVA LIBERTAD,ALCALDE DISTRITAL,SEBASTIAN,RIOS,VALVERDE,M,88.0,9.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ALCALDE DISTRITAL,ERICH ISABEL,NABIS,MARTELL,M,64.0,5.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,GILMER,ROSALES,MORALES,M,42.0,3.0,CASTELLANO,0
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,PEPE ABAT,YSLADO,CASTILLO,M,25.0,8.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,ACCION POPULAR,ALCALDE DISTRITAL,PERCY HENRI,GELDRES,SARE,M,681.0,1.0,CASTELLANO,1
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES",ALCALDE DISTRITAL,SEGUNDO PABLO,QUEZADA,LAVADO,M,356.0,5.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,SUMATE POR UNA NUEVA LIBERTAD,ALCALDE DISTRITAL,OSCAR ENRIQUE,LIHON,OTINIANO,M,187.0,9.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,DIGNIDAD SANTIAGUINA,ALCALDE DISTRITAL,BOSCO EBELUD,GALARRETA,OTINIANO,M,174.0,4.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,YLDEBRANDO LUCIO,PEREDA,VALVERDE,M,173.0,8.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,YOBANI DAVID,TRUJILLO,MURGA,M,166.0,3.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,FELIPE SANTIAGO,TRUJILLO,MURGA,M,159.0,2.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,VAMOS PERU,ALCALDE DISTRITAL,PAULINO AUSBERTO,VERA,RAMOS,M,135.0,11.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LELY MARGARITA,VALVERDE,VERA,M,119.0,6.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,UNION POR EL PERU,ALCALDE DISTRITAL,ROMER ANIBAL,VALVERDE,CALIPUY,M,119.0,10.0,CASTELLANO,0
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,TOMAS,PARIMANGO,ROJAS,M,8.0,7.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,FREMIO ABEL,OLIVARES,GIL,M,2024.0,2.0,CASTELLANO,1
120802,LA LIBERTAD,ASCOPE,CHICAMA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MIRTHA BEATRIZ,SANCHEZ,ZAFRA,F,1714.0,7.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,MOVIMIENTO INDEPENDIENTE GENERACION CONSCIENTE - MI GENTE,ALCALDE DISTRITAL,JULIO CESAR,PEREZ,CABRERA,M,1649.0,5.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,MAS ACCION,ALCALDE DISTRITAL,ALINDOR HERNANDO,SANCHEZ,ARAUJO,M,1125.0,4.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,LUIS JOSE,MENDOZA,MORENO,M,1056.0,6.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,FUERZA POPULAR,ALCALDE DISTRITAL,PEDRO,MERCEDES,RUBIO,M,686.0,3.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,SOLIDARIDAD NACIONAL,ALCALDE DISTRITAL,JULIO NICANOR,ANGELES,LECCA,M,487.0,9.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,GUILLERMO,MAURICIO,SOLORZANO,M,166.0,8.0,CASTELLANO,0
120802,LA LIBERTAD,ASCOPE,CHICAMA,ACCION POR EL BIENESTAR,ALCALDE DISTRITAL,MANUEL ENCARNACION,RODRIGUEZ,ÑAMOC,M,26.0,1.0,CASTELLANO,0
120803,LA LIBERTAD,ASCOPE,CHOCOPE,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,ROLANDO RAFAEL,LUJAN,MELENDEZ,M,2573.0,4.0,CASTELLANO,1
120803,LA LIBERTAD,ASCOPE,CHOCOPE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CARLOS ALFREDO,ALZA,MONCADA,M,2062.0,5.0,CASTELLANO,0
120803,LA LIBERTAD,ASCOPE,CHOCOPE,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,IVAN ALEX,CHAVEZ,ZUNIGA,M,1395.0,1.0,CASTELLANO,0
120803,LA LIBERTAD,ASCOPE,CHOCOPE,MAS ACCION,ALCALDE DISTRITAL,HECTOR RICARDO,BOCANEGRA,ARBULU,M,337.0,3.0,CASTELLANO,0
120803,LA LIBERTAD,ASCOPE,CHOCOPE,FUERZA POPULAR,ALCALDE DISTRITAL,JULIO,VALERA,SILVA,M,310.0,2.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,MAS ACCION,ALCALDE DISTRITAL,ENRIQUE ISMAEL DEL,CAMPO,CISNEROS,M,3725.0,5.0,CASTELLANO,1
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MARCO ANTONIO,MUÑOZ,VERASTEGUI,M,2519.0,8.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,ALEX GENARO,VASQUEZ,REYES,M,2506.0,9.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,ACCION POR EL BIENESTAR,ALCALDE DISTRITAL,CARLOS LENNIN JESUS,SANCHEZ,LOPEZ,M,994.0,1.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,SANTOS SANTIAGO,JAVEZ,VALLADARES,M,701.0,2.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ALCALDE DISTRITAL,ELEODORO JORGE,VALDERRAMA,FERNANDEZ,M,532.0,4.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,ALEJANDRO,ORBEGOSO,VILLARREAL,M,479.0,3.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,MARIA VICTORIA,SAGON,VILLANUEVA,F,236.0,7.0,CASTELLANO,0
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,MOVIMIENTO INDEPENDIENTE DIGNIDAD VECINAL,ALCALDE DISTRITAL,FELIX ENRIQUE,ALFARO,CASTELLANOS,M,95.0,6.0,CASTELLANO,0
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,FUERZA POPULAR,ALCALDE DISTRITAL,JOHN ROMAN,VARGAS,CAMPOS,M,591.0,2.0,CASTELLANO,1
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,JAIME ROLANDO,ASCOY,MORILLAS,M,471.0,1.0,CASTELLANO,0
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,PARTIDO HUMANISTA PERUANO,ALCALDE DISTRITAL,CESAR WILFREDO,VARGAS,CAMPOS,M,431.0,5.0,CASTELLANO,0
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ENRIQUE SEGUNDO,VARGAS,DE LA CRUZ,M,198.0,4.0,CASTELLANO,0
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,MAS ACCION,ALCALDE DISTRITAL,SEGUNDO NICOLAS,DIAZ,AQUINO,M,151.0,3.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,SEGUNDO HERMINIO,VALQUI,CASTREJON,M,4461.0,2.0,CASTELLANO,1
120806,LA LIBERTAD,ASCOPE,PAIJAN,MAS ACCION,ALCALDE DISTRITAL,OSWALDO DANIEL,ALVA,IGLESIAS,M,4407.0,4.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,FUERZA POPULAR,ALCALDE DISTRITAL,JENNY MARGOT,MIRANDA,PAREDES,F,2146.0,3.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CESAR GUILLERMO,CACERES,SANCHEZ,M,1960.0,6.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,¡ARRIBA PAIJAN!,ALCALDE DISTRITAL,LEONARDO,GOICOCHEA,LEIVA,M,234.0,8.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,SOLIDARIDAD NACIONAL,ALCALDE DISTRITAL,RAMON AVELINO,AGUIRRE,LEON,M,136.0,7.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,LUIS RAFAEL,LEON,BAZAN,M,108.0,5.0,CASTELLANO,0
120806,LA LIBERTAD,ASCOPE,PAIJAN,ACCION POR EL BIENESTAR,ALCALDE DISTRITAL,FRANCISCO JAVIER,NARRO,CABEZAS,M,94.0,1.0,CASTELLANO,0
120807,LA LIBERTAD,ASCOPE,RAZURI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUPE TERESA,LEON,FLORES,F,1265.0,5.0,CASTELLANO,1
120807,LA LIBERTAD,ASCOPE,RAZURI,FUERZA POPULAR,ALCALDE DISTRITAL,HENRY GIOVANNI,CHAPOÑAN,PORTAL,M,884.0,2.0,CASTELLANO,0
120807,LA LIBERTAD,ASCOPE,RAZURI,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,JOSE LUIS,CUMPLIDO,ARRIAGA,M,827.0,4.0,CASTELLANO,0
120807,LA LIBERTAD,ASCOPE,RAZURI,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,EDWIN DARIO,GONZALES,ALCANTARA,M,632.0,1.0,CASTELLANO,0
120807,LA LIBERTAD,ASCOPE,RAZURI,MAS ACCION,ALCALDE DISTRITAL,CRISTIAN HERNAN,COLCHADO,PINTO,M,396.0,3.0,CASTELLANO,0
120807,LA LIBERTAD,ASCOPE,RAZURI,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JESUS FRANCISCO,ATOCHE,ZAVALETA,M,32.0,6.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,PASCUAL,BUENO,SANTILLAN,M,3992.0,2.0,CASTELLANO,1
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ADA MIREYA,DIAZ,PESANTES,F,2296.0,11.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,ACCION POR EL BIENESTAR,ALCALDE DISTRITAL,JORGE PABLO,BAZAN,CHAVARRY,M,1710.0,1.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,FUERZA POPULAR,ALCALDE DISTRITAL,JIMMY SANTOS,COSME,VIGO,M,1525.0,4.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,MOVIMIENTO INDEPENDIENTE TIERRA DULCE,ALCALDE DISTRITAL,RICARDO,VASQUEZ,CERQUIN,M,1103.0,7.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,SEGUNDO EDUARDO,BACILIO,CABRERA,M,1000.0,10.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,SUMATE POR UNA NUEVA LIBERTAD,ALCALDE DISTRITAL,ALEJANDRO,MARTOS,GALLARDO,M,942.0,,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,MOVIMIENTO POLITICO INDEPENDIENTE MI VALLE CHICAMA CASA GRANDE,ALCALDE DISTRITAL,WILFREDO,LLANOS,ÑIQUIN,M,847.0,8.0,AYMARA,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,MAS ACCION,ALCALDE DISTRITAL,ALBERTO EUGENIO,BAILON,BUSTAMANTE,M,720.0,5.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,MOVIMIENTO INDEPENDIENTE DIGNIDAD VECINAL,ALCALDE DISTRITAL,JORGE LUIS,LOPEZ,CHAVEZ,M,709.0,6.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,SOLIDARIDAD NACIONAL,ALCALDE DISTRITAL,MARIA CLARET,CUEVA,MINEZ,F,406.0,,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,PERU PATRIA SEGURA,ALCALDE DISTRITAL,JORGE WILIAN,GRATELLY,SILVA,M,366.0,14.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,DEMOCRACIA DIRECTA,ALCALDE DISTRITAL,JAVIER NICOLAS,ALCANTARA,GARCIA,M,241.0,3.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,PARTIDO HUMANISTA PERUANO,ALCALDE DISTRITAL,GERARDO,QUITO,VELASQUEZ,M,233.0,12.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES",ALCALDE DISTRITAL,CARLOS LADISLAO,CHAVEZ,VILCA,M,198.0,9.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,VAMOS PERU,ALCALDE DISTRITAL,FRANCISCO,HUALTIBAMBA,CARDENAS,M,176.0,,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,SIEMPRE UNIDOS,ALCALDE DISTRITAL,ANSELMO,ROMERO,MONZON,M,83.0,,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,PARTIDO POPULAR CRISTIANO - PPC,ALCALDE DISTRITAL,RAMON EDUARDO,PLASENCIA,ÑAÑO,M,80.0,13.0,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,UNION POR EL PERU,ALCALDE DISTRITAL,FRANCISCO,RAMIREZ,INFANTE,M,77.0,,CASTELLANO,0
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,RESTAURACION NACIONAL,ALCALDE DISTRITAL,CARLOS ALBERTO,FLORES,SEMPERTIGUEZ,M,31.0,15.0,CASTELLANO,0
120902,LA LIBERTAD,CHEPEN,PACANGA,JUNTOS POR EL CAMBIO DE CHEPEN,ALCALDE DISTRITAL,TELESFORO,MEDINA,ORTIZ,M,4622.0,3.0,CASTELLANO,1
120902,LA LIBERTAD,CHEPEN,PACANGA,"PACANGA, CONSTRUYENDO FUTURO",ALCALDE DISTRITAL,SANTOS APOLINAR,CERNA,QUISPE,M,3186.0,4.0,CASTELLANO,0
120902,LA LIBERTAD,CHEPEN,PACANGA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,MANIE TERESA,GALVEZ,VALERA,F,333.0,1.0,CASTELLANO,0
120902,LA LIBERTAD,CHEPEN,PACANGA,FUERZA POPULAR,ALCALDE DISTRITAL,JUAN EDUVIGIO,PINEDA,GOICOCHEA,M,161.0,2.0,CASTELLANO,0
120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE RUPERTO,SUING,BARRUETO,M,3631.0,3.0,CASTELLANO,1
120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,LA ESPERANZA DE LA PROVINCIA DE CHEPEN,ALCALDE DISTRITAL,SEGUNDO ALBERTO,AGUIRRE,CALDERON,M,2526.0,2.0,CASTELLANO,0
120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,MARCO ANTONIO,TALAVERA,CUBAS,M,734.0,1.0,CASTELLANO,0
121002,LA LIBERTAD,JULCAN,CARABAMBA,FUERZA POPULAR,ALCALDE DISTRITAL,SEGUNDO RICARDO,VEGA,CEDANO,M,1027.0,4.0,CASTELLANO,1
121002,LA LIBERTAD,JULCAN,CARABAMBA,ALIANZA PARA EL PROGRESO,ALCALDE DISTRITAL,PERCY RAUL,BLAS,BENITES,M,846.0,1.0,CASTELLANO,0
121002,LA LIBERTAD,JULCAN,CARABAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SEGUNDO WILLIAM,VEGA,CABRERA,M,795.0,7.0,CASTELLANO,0
121002,LA LIBERTAD,JULCAN,CARABAMBA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,SANTIAGO MANUEL,LUCAS,ROJAS,M,578.0,8.0,CASTELLANO,0
121002,LA LIBERTAD,JULCAN,CARABAMBA,MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ,ALCALDE DISTRITAL,SANTOS HECTOR,CABRERA,EUSTAQUIO,M,163.0,6.0,CASTELLANO,0
121002,LA LIBERTAD,JULCAN,CARABAMBA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",ALCALDE DISTRITAL,JOSE ISIDRO,CORDOVA,MENDOCILLA,M,70.0,3.0,CASTELLANO,0
