ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos
090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,SIMION,ESTELA,CIELO,M,206.0
090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,RESTAURACION NACIONAL,ALCALDE DISTRITAL,SEGUNDO ALBERTO,SAMBRANO,DAZA,M,111.0
090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,VICTOR JAVIER,VARA,MARTINEZ,M,52.0
090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,ALBERTO,SERRANO,MORALES,M,50.0
090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ELVA ADELAIDA ZAPATA,DE,MORALES,F,38.0
090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,HILARIO FRANCISCO,JARA,SERRANO,M,17.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,CELIO,RIOS,CRUZ,M,310.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,CAYTANO,PONCE,MATOS,M,242.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,EDGARDO,SOSA,RAMIREZ,M,239.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,AUTENTICO REGIONAL,ALCALDE DISTRITAL,GIL,CRISPIN,HURTADO,M,192.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILLIAMS CLERIGOS,RAMIREZ,MORA,M,137.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,NERI FILOMON,ESPINOZA,DOMINGUEZ,M,102.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ARSEMIO,NOLASCO,FERMIN,M,88.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,UNION POR EL PERU,ALCALDE DISTRITAL,EMILIANO,BONILLA,GONZALES,M,78.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,COORDINADORA NACIONAL DE INDEPENDIENTES,ALCALDE DISTRITAL,SEGUNDA,BONILLA,CRISPIN,F,31.0
090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,PERU POSIBLE,ALCALDE DISTRITAL,CARLOS ALBERTO,BONILLA,SOSA,M,4.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ANIBAL EDMUNDO,SOLORZANO,PONCE,M,1440.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,AYDEE SALAZAR,DE,RIOS,,1327.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,MIQUER,CAQUI,ACOSTA,M,1021.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,ISAIAS,TOLENTINO,VEGA,M,831.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,NICANOR MARCIANO,ABAD,CESPEDES,M,397.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,UNION POR EL PERU,ALCALDE DISTRITAL,AGUSTIN PIO,CRUZ,QUIÑONEZ,M,353.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,RESTAURACION NACIONAL,ALCALDE DISTRITAL,WALTER GILMER,DAZA,GABRIEL,M,316.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,RUSDAEL GREGORIO,GARCIA,DURAND,M,187.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ACCION POPULAR,ALCALDE DISTRITAL,JHONNY CIRO,DAZA,GABRIEL,M,140.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ABEL JOSE,PONCE,HURTADO,M,96.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,ANTONIO,MALPARTIDA,MORALES,M,68.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,MOVIMIENTO INDEPENDIENTE JUNTOS POR EL DESARROLLO,ALCALDE DISTRITAL,OSWALDO,PONCE,MAILLE,M,64.0
090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,SIEMPRE UNIDOS,ALCALDE DISTRITAL,TOMAS,MASGO,JESUS,M,29.0
090109,HUANUCO,HUANUCO,YARUMAYO,UNION POR EL PERU,ALCALDE DISTRITAL,EFRAIN,MONTALVO,MARTIN,M,469.0
090109,HUANUCO,HUANUCO,YARUMAYO,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,DAVID,GABRIEL,LUCERO,M,265.0
090109,HUANUCO,HUANUCO,YARUMAYO,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,PATRICIO MIGUEL,CAYETANO,VILCA,M,175.0
090109,HUANUCO,HUANUCO,YARUMAYO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CHRISTIAN GUSTAVO,PRADO,ARTEAGA,M,49.0
090109,HUANUCO,HUANUCO,YARUMAYO,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,ENMA NINFA,ESTEBAN,MENDOZA,F,30.0
090109,HUANUCO,HUANUCO,YARUMAYO,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,SERAPIO,BRAVO,GARCIA,M,18.0
090110,HUANUCO,HUANUCO,AMARILIS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,SERGIO ANTONIO,MARTINEZ,FERNANDEZ,M,6569.0
090110,HUANUCO,HUANUCO,AMARILIS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,UBALDO TIMOTEO,SANTIAGO,CARRILLO,M,3641.0
090110,HUANUCO,HUANUCO,AMARILIS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,RICARDO ANTONIO,MOREYRA,MORALES,M,3239.0
090110,HUANUCO,HUANUCO,AMARILIS,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,MARTIN,FLORES,JAVIER,M,2486.0
090110,HUANUCO,HUANUCO,AMARILIS,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,ANTONIO LEONIDAS,PULGAR,LUCAS,M,1921.0
090110,HUANUCO,HUANUCO,AMARILIS,UNION POR EL PERU,ALCALDE DISTRITAL,SILVIA OLIVIA,TRUJILLO,RUBIN,F,1768.0
090110,HUANUCO,HUANUCO,AMARILIS,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,ROGER,HIDALGO,PANDURO,M,1250.0
090110,HUANUCO,HUANUCO,AMARILIS,RESTAURACION NACIONAL,ALCALDE DISTRITAL,DIGBER,BASILIO,CARBAJAL,M,1212.0
090110,HUANUCO,HUANUCO,AMARILIS,MOVIMIENTO INDEPENDIENTE JUNTOS POR EL DESARROLLO,ALCALDE DISTRITAL,JUANA ROSA MERCEDES MARABOTTO,DE,LLANOS,F,882.0
090110,HUANUCO,HUANUCO,AMARILIS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,RAQUEL MARGARITA,ORDOÑEZ,MATAZOGLIO,F,860.0
090110,HUANUCO,HUANUCO,AMARILIS,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,NORMA ELENA,LOZANO,SALINAS,F,479.0
090110,HUANUCO,HUANUCO,AMARILIS,AMARILIS...¡JUNTOS SI PODEMOS!,ALCALDE DISTRITAL,HECTOR GASPAR,GUILLERMO,DOMINGUEZ,M,284.0
090110,HUANUCO,HUANUCO,AMARILIS,ACCION POPULAR,ALCALDE DISTRITAL,CARLOS JUAN,QUIJANO,HUARANCCA,M,278.0
090110,HUANUCO,HUANUCO,AMARILIS,AUTENTICO REGIONAL,ALCALDE DISTRITAL,LORENZO,HUANUCO,CARLOS,M,233.0
090110,HUANUCO,HUANUCO,AMARILIS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JUBAL FLORENCIO,MAGARIÑO,NIETO,M,213.0
090110,HUANUCO,HUANUCO,AMARILIS,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,BERTILO,FLORES,CISNEROS,M,161.0
090110,HUANUCO,HUANUCO,AMARILIS,PERU POSIBLE,ALCALDE DISTRITAL,GUILLERMINA,MORALES,HUARI,F,100.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,ISABEL,DAVILA,CARDENAS,F,1266.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,PARTIDO RENACIMIENTO ANDINO,ALCALDE DISTRITAL,ALEJANDRO,RUBINA,LOPEZ,M,857.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,UNION POR EL PERU,ALCALDE DISTRITAL,ALEJANDRO VICTOR CONDEZO,Y,ALVARADO,M,744.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,NELVA MAURA,HUATUCO,LOBO,F,565.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,EUSEBIO,GOMEZ,CONTRERAS,M,557.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JESUS,PARDO,HIDALGO,M,444.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,PEDRO,PAJUELO,TARAZONA,M,422.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ALEJANDRO,VARGAS,RIVERA,M,335.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,HEBER ALFREDO,HUAYNATE,BONILLA,M,331.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,WILLIAM,BASILIO,CAMPOS,M,329.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ROBERTO,MOGOLLON,ERMITAÑO,M,188.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,MOVIMIENTO INDEPENDIENTE JUNTOS POR EL DESARROLLO,ALCALDE DISTRITAL,CARLOS CIPRIANO,ADRIANZEN,FACUNDO,M,178.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,COORDINADORA NACIONAL DE INDEPENDIENTES,ALCALDE DISTRITAL,MANUEL ANGEL,ROJAS,CABALLERO,M,136.0
090111,HUANUCO,HUANUCO,PILLCO MARCA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,OLIVIA CONSUELO,PEÑA,EUGENIO,F,36.0
090202,HUANUCO,AMBO,CAYNA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ELMER JORGE,DAVILA,DAGA,M,314.0
090202,HUANUCO,AMBO,CAYNA,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,AMADOR,FERNANDEZ,FLORES,M,261.0
090202,HUANUCO,AMBO,CAYNA,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,LEONARDO,ESPINOZA,RAMIREZ,M,196.0
090202,HUANUCO,AMBO,CAYNA,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,JUANO,CONDEZO,CELIS,M,194.0
090202,HUANUCO,AMBO,CAYNA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUSTO EMILIANO,PARRA,CELADITA,M,121.0
090202,HUANUCO,AMBO,CAYNA,UNION POR EL PERU,ALCALDE DISTRITAL,AURELIO,CELADITA,NAVARRO,M,108.0
090202,HUANUCO,AMBO,CAYNA,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,JACINTO,SIMON,ROSAS,M,38.0
090202,HUANUCO,AMBO,CAYNA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JACINTO,AQUINO,ONOFRE,M,34.0
090203,HUANUCO,AMBO,COLPAS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,SERGIO,PASCUAL,MELGAREJO,M,195.0
090203,HUANUCO,AMBO,COLPAS,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,ALEJANDRO,CORDOVA,PRESENTACION,M,169.0
090203,HUANUCO,AMBO,COLPAS,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,JULIO,MALPARTIDA,ADVINCULA,M,126.0
090203,HUANUCO,AMBO,COLPAS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,TEODORO,DOMINGUEZ,AIRE,M,81.0
090203,HUANUCO,AMBO,COLPAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ARTEMIO,VILLOGAS,AGUI,M,69.0
090203,HUANUCO,AMBO,COLPAS,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,EUGENIA JESUS,DOMINGUEZ,CONDEZO,F,44.0
090203,HUANUCO,AMBO,COLPAS,RESTAURACION NACIONAL,ALCALDE DISTRITAL,MARCOS,ORTIZ,HERMITAÑO,M,36.0
090203,HUANUCO,AMBO,COLPAS,UNION POR EL PERU,ALCALDE DISTRITAL,GREGORIO,ROJAS,SACRAMENTO,M,27.0
090203,HUANUCO,AMBO,COLPAS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JOAQUIN,BAILON,CALDERON,M,24.0
090203,HUANUCO,AMBO,COLPAS,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,JUAN,TINEO,VEGA,M,21.0
090203,HUANUCO,AMBO,COLPAS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,HECTOR,FERNANDEZ,FLORES,M,12.0
090204,HUANUCO,AMBO,CONCHAMARCA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,RUBEN,RODRIGUEZ,RIVERA,M,474.0
090204,HUANUCO,AMBO,CONCHAMARCA,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,JUSTINIANO,MARTEL,CISNEROS,M,447.0
090204,HUANUCO,AMBO,CONCHAMARCA,UNION POR EL PERU,ALCALDE DISTRITAL,ROSARIO,MARTEL,PONCE,M,395.0
090204,HUANUCO,AMBO,CONCHAMARCA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ENRIQUE,PONCE,AGUERO,M,254.0
090204,HUANUCO,AMBO,CONCHAMARCA,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,DAVID,DOMINGUEZ,BERROSPI,M,202.0
090204,HUANUCO,AMBO,CONCHAMARCA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,MARTHA,VENTURA,SERNA,F,68.0
090204,HUANUCO,AMBO,CONCHAMARCA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,MIRCO ANTONIO,ZEVALLOS,MASGO,M,27.0
090205,HUANUCO,AMBO,HUACAR,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CLEBER,MORY,ROJAS,M,932.0
090205,HUANUCO,AMBO,HUACAR,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,ALFONSO,TRAVEZAÑO,TRUJILLO,M,788.0
090205,HUANUCO,AMBO,HUACAR,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,ROSSI RODRICH,MARTEL,CONDEZO,,444.0
090205,HUANUCO,AMBO,HUACAR,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ROMULO,CONDEZO,MARTEL,M,399.0
090205,HUANUCO,AMBO,HUACAR,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,MILKER,PEREZ,ESTRELLA,M,391.0
090205,HUANUCO,AMBO,HUACAR,RESTAURACION NACIONAL,ALCALDE DISTRITAL,PASCUAL ELIAS,ALEJO,RETTIZ,M,325.0
090205,HUANUCO,AMBO,HUACAR,UNION POR EL PERU,ALCALDE DISTRITAL,CLAVELINA,ROMERO,UGARTE,F,300.0
090205,HUANUCO,AMBO,HUACAR,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,JHON WILDER,RAMOS,TELLO,M,162.0
090205,HUANUCO,AMBO,HUACAR,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,IGNACIO,DOMINGUEZ,BRAVO,M,35.0
090206,HUANUCO,AMBO,SAN FRANCISCO,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,CESAR,MORALES,NEGRETE,M,224.0
090206,HUANUCO,AMBO,SAN FRANCISCO,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,OSCAR,MEZA,CALERO,M,212.0
090206,HUANUCO,AMBO,SAN FRANCISCO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,RODIL,FLORES,RICAPA,M,127.0
090206,HUANUCO,AMBO,SAN FRANCISCO,UNION POR EL PERU,ALCALDE DISTRITAL,FRANCISCO,QUINTO,DIEGO,M,115.0
090206,HUANUCO,AMBO,SAN FRANCISCO,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,WALTER ROLANDO,ABAD,ORTIZ,M,100.0
090206,HUANUCO,AMBO,SAN FRANCISCO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,CARMEN,LEON,TORRES,F,76.0
090206,HUANUCO,AMBO,SAN FRANCISCO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,SULIO,VENTURO,LEON,M,47.0
090206,HUANUCO,AMBO,SAN FRANCISCO,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,MARY VICTORIA,JULCA,DIEGO,F,39.0
090206,HUANUCO,AMBO,SAN FRANCISCO,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,JUAN BOSCO,REYMUNDO,VALDIVIEZO,M,31.0
090206,HUANUCO,AMBO,SAN FRANCISCO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MARCIANO,HUAMAN,LEON,M,30.0
090206,HUANUCO,AMBO,SAN FRANCISCO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,NELIS,JULCA,FLORES,M,26.0
090207,HUANUCO,AMBO,SAN RAFAEL,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,MACARIO TEODORO,JANAMPA,VALLE,M,1239.0
090207,HUANUCO,AMBO,SAN RAFAEL,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,DIEGO,SANCHEZ,LEON,M,567.0
090207,HUANUCO,AMBO,SAN RAFAEL,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ALIRIO,LOPEZ,OROZCO,M,468.0
090207,HUANUCO,AMBO,SAN RAFAEL,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,NARCISA SENOVIA,RIVERA,HUAMAN,F,443.0
090207,HUANUCO,AMBO,SAN RAFAEL,RESTAURACION NACIONAL,ALCALDE DISTRITAL,DANIEL,LEON,VILLUGAS,M,415.0
090207,HUANUCO,AMBO,SAN RAFAEL,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,GUMERCINDO,CRUZ,SULLCA,M,343.0
090207,HUANUCO,AMBO,SAN RAFAEL,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,MANUEL,CALLUPE,RAMIREZ,M,148.0
090207,HUANUCO,AMBO,SAN RAFAEL,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,EFRAIN,LEYVA,AGUILAR,M,132.0
090207,HUANUCO,AMBO,SAN RAFAEL,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,EDUARDO,MEZA,ANCAHUASI,M,106.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,MOVIMIENTO INDEPENDIENTE TRABAJEMOS JUNTOS POR HUANUCO,ALCALDE DISTRITAL,DAVID ANTONIO,HERRERA,YUMPE,M,542.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,AQUILES FELICIANO,GUERRA,CESPEDES,M,326.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,PEDRO JESUS,GARCIA,CASTILLO,M,311.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ROSA NOEMI,GUERRA,LOZANO,F,162.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,JUAN,ALVARADO,RODRIGUEZ,M,75.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,NUEVOS SURCOS 2006,ALCALDE DISTRITAL,GUILLERMO,CABALLERO,DOMINGUEZ,M,41.0
090208,HUANUCO,AMBO,TOMAY-KICHWA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JOSE LUIS,TRUJILLO,PAZ,M,25.0
090307,HUANUCO,DOS DE MAYO,CHUQUIS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,VICTOR MAULLE,LAVADO,DIMAS,M,427.0
090307,HUANUCO,DOS DE MAYO,CHUQUIS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,DIOMEL,IGLESIAS,TAFUR,M,387.0
090307,HUANUCO,DOS DE MAYO,CHUQUIS,ACCION POPULAR,ALCALDE DISTRITAL,LUIS FELICIANO,IGLESIAS,BERROSPI,M,333.0
090307,HUANUCO,DOS DE MAYO,CHUQUIS,UNION POR EL PERU,ALCALDE DISTRITAL,FELIPE SANTIAGO,FERRER,CHACON,M,308.0
090307,HUANUCO,DOS DE MAYO,CHUQUIS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,ISAIAS,LAVADO,IGLESIAS,M,113.0
090307,HUANUCO,DOS DE MAYO,CHUQUIS,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,LORENZO,PRIMO,GUARDIA,M,56.0
090312,HUANUCO,DOS DE MAYO,MARIAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GROVER LUCIO,VASQUEZ,SALAZAR,M,650.0
090312,HUANUCO,DOS DE MAYO,MARIAS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,GODOFREDO,ROSADO,RIVERA,M,286.0
090312,HUANUCO,DOS DE MAYO,MARIAS,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,JULIAN,SALAZAR,MARTIN,M,151.0
090312,HUANUCO,DOS DE MAYO,MARIAS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,EVORIO,HUERTA,SERAFIN,M,103.0
090312,HUANUCO,DOS DE MAYO,MARIAS,UNION POR EL PERU,ALCALDE DISTRITAL,FORTUNATO MAXIMO,MAYO,ADVINCULA,M,101.0
090312,HUANUCO,DOS DE MAYO,MARIAS,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,ELADIO HONORIO,PILCO,SARMIENTO,M,71.0
090312,HUANUCO,DOS DE MAYO,MARIAS,ACCION POPULAR,ALCALDE DISTRITAL,ALFREDO,MARTIN,ROSADO,M,37.0
090314,HUANUCO,DOS DE MAYO,PACHAS,ACCION POPULAR,ALCALDE DISTRITAL,WILDER ROSALINO,GOMEZ,PENADILLO,M,745.0
090314,HUANUCO,DOS DE MAYO,PACHAS,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,LUCIO,PAJUELO,GODOY,M,634.0
090314,HUANUCO,DOS DE MAYO,PACHAS,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,ALCALDE DISTRITAL,URBANO,RAMOS,CABRERA,M,401.0
090314,HUANUCO,DOS DE MAYO,PACHAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE LUIS,RAMOS,ESTACIO,M,396.0
090314,HUANUCO,DOS DE MAYO,PACHAS,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,DONALD,FERRER,JARA,M,145.0
090314,HUANUCO,DOS DE MAYO,PACHAS,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,ALCALDE DISTRITAL,COSME,MARTINEZ,FRANCISCO,M,67.0
090314,HUANUCO,DOS DE MAYO,PACHAS,PACHAS SIGLO XXI,ALCALDE DISTRITAL,ESTELIO,FABIAN,PAUCAR,M,66.0
090314,HUANUCO,DOS DE MAYO,PACHAS,UNION POR EL PERU,ALCALDE DISTRITAL,FORTUNATO,ESPINOZA,VALVERDE,M,66.0
090316,HUANUCO,DOS DE MAYO,QUIVILLA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ISAU JUAN,VERA,BERROSPI,,344.0
090316,HUANUCO,DOS DE MAYO,QUIVILLA,FRENTE AMPLIO REGIONAL,ALCALDE DISTRITAL,WILMER,VERA,CABELLO,M,236.0
090316,HUANUCO,DOS DE MAYO,QUIVILLA,ACCION POPULAR,ALCALDE DISTRITAL,ROLAND,ZEVALLOS,REYES,M,57.0
